TIME,BATT,PM_1,PM_25,PM_10
ISO 8601,%,ug/m3,ug/m3,ug/m3
Time,Battery,PM 1.0,PM 2.5,PM 10.0
2026-05-08T19:42:54Z,71,5,9,10
2026-05-08T19:44:54Z,70,2,8,10
2026-05-08T19:46:54Z,71,5,8,9
2026-05-08T19:48:54Z,70,4,9,9
2026-05-08T19:50:54Z,70,5,9,15
2026-05-08T19:52:54Z,70,4,11,12
2026-05-08T19:54:54Z,70,4,6,6
2026-05-08T19:56:54Z,70,4,7,9
2026-05-08T19:58:54Z,70,3,8,9
2026-05-08T20:00:54Z,70,0,5,5
2026-05-08T20:02:54Z,70,3,6,10
2026-05-08T20:04:54Z,70,3,8,10
2026-05-08T20:06:54Z,70,2,6,6
2026-05-08T20:08:54Z,70,3,8,9
2026-05-08T20:10:54Z,70,3,6,8
2026-05-08T20:12:54Z,70,3,6,7
2026-05-08T20:14:54Z,70,3,7,8
2026-05-08T20:16:54Z,70,4,7,10
2026-05-08T20:18:54Z,70,2,6,7
2026-05-08T20:20:54Z,70,3,6,7
2026-05-08T20:22:54Z,70,1,6,10
2026-05-08T20:24:54Z,70,2,5,6
2026-05-08T20:26:54Z,70,1,7,9
2026-05-08T20:28:54Z,70,3,7,7
2026-05-08T20:30:54Z,70,4,6,6
2026-05-08T20:32:54Z,70,4,9,12
2026-05-08T20:34:54Z,70,6,9,11
2026-05-08T20:36:54Z,70,6,11,13
2026-05-08T20:38:54Z,70,5,7,7
2026-05-08T20:40:54Z,70,2,8,17
2026-05-08T20:42:54Z,70,3,7,8
2026-05-08T20:44:54Z,69,6,9,18
2026-05-08T20:46:54Z,70,6,11,13
2026-05-08T20:48:54Z,69,5,10,13
2026-05-08T20:50:54Z,69,3,9,11
2026-05-08T20:52:54Z,69,1,7,8
2026-05-08T20:54:54Z,69,2,7,9
2026-05-08T20:56:54Z,69,3,6,8
2026-05-08T20:58:54Z,69,5,8,8
2026-05-08T21:00:54Z,69,1,6,8
2026-05-08T21:02:54Z,69,3,5,7
2026-05-08T21:04:54Z,69,4,8,10
2026-05-08T21:06:54Z,69,4,7,9
2026-05-08T21:08:54Z,69,4,6,8
2026-05-08T21:10:54Z,69,2,8,10
2026-05-08T21:12:54Z,69,2,6,8
2026-05-08T21:14:54Z,69,6,8,10
2026-05-08T21:16:54Z,69,5,11,15
2026-05-08T21:18:54Z,69,4,7,8
2026-05-08T21:20:54Z,69,3,7,9
2026-05-08T21:22:54Z,69,2,8,8
2026-05-08T21:24:54Z,69,5,9,10
2026-05-08T21:26:54Z,69,1,9,10
2026-05-08T21:28:54Z,69,1,6,7
2026-05-08T21:30:54Z,69,4,9,11
2026-05-08T21:32:54Z,69,3,7,10
2026-05-08T21:34:54Z,68,3,6,6
2026-05-08T21:36:54Z,69,3,6,8
2026-05-08T21:38:54Z,69,3,8,9
2026-05-08T21:40:54Z,68,1,7,8
2026-05-08T21:42:54Z,68,2,7,8
2026-05-08T21:44:54Z,69,5,8,8
2026-05-08T21:46:54Z,68,5,12,13
2026-05-08T21:48:54Z,68,3,7,7
2026-05-08T21:50:54Z,68,2,8,16
2026-05-08T21:52:54Z,68,5,11,20
2026-05-08T21:54:54Z,68,2,7,8
2026-05-08T21:56:54Z,68,3,12,14
2026-05-08T21:58:54Z,68,4,10,12
2026-05-08T22:00:54Z,68,4,10,12
2026-05-08T22:02:54Z,68,4,10,10
2026-05-08T22:04:54Z,68,6,10,13
2026-05-08T22:06:54Z,68,5,10,13
2026-05-08T22:08:54Z,68,3,10,14
2026-05-08T22:10:54Z,68,5,9,12
2026-05-08T22:12:54Z,68,6,10,14
2026-05-08T22:14:54Z,68,5,12,16
2026-05-08T22:16:54Z,68,3,8,11
2026-05-08T22:18:54Z,68,4,10,13
2026-05-08T22:20:54Z,67,5,8,11
2026-05-08T22:22:54Z,68,4,8,9
2026-05-08T22:24:54Z,68,6,13,14
2026-05-08T22:26:54Z,67,4,8,9
2026-05-08T22:28:54Z,67,5,9,12
2026-05-08T22:30:54Z,67,4,10,10
2026-05-08T22:32:54Z,67,6,10,11
2026-05-08T22:34:54Z,67,5,9,10
2026-05-08T22:36:54Z,67,6,12,15
2026-05-08T22:38:54Z,67,6,12,12
2026-05-08T22:40:54Z,67,5,9,12
2026-05-08T22:42:54Z,67,6,9,10
2026-05-08T22:44:54Z,67,3,7,10
2026-05-08T22:46:54Z,67,5,11,12
2026-05-08T22:48:54Z,67,4,7,9
2026-05-08T22:50:54Z,67,4,8,11
2026-05-08T22:52:54Z,67,5,11,11
2026-05-08T22:54:54Z,67,5,9,10
2026-05-08T22:56:54Z,67,5,9,9
2026-05-08T22:58:54Z,67,4,9,9
2026-05-08T23:00:54Z,67,5,12,14
2026-05-08T23:02:54Z,66,5,8,9
2026-05-08T23:04:54Z,67,4,8,9
2026-05-08T23:06:54Z,66,5,9,10
2026-05-08T23:08:54Z,66,4,8,10
2026-05-08T23:10:54Z,66,4,8,9
2026-05-08T23:12:54Z,66,3,7,8
2026-05-08T23:14:54Z,66,4,12,15
2026-05-08T23:16:54Z,66,5,9,14
2026-05-08T23:18:54Z,66,4,8,10
2026-05-08T23:20:54Z,66,4,9,12
2026-05-08T23:22:54Z,66,4,9,11
2026-05-08T23:24:54Z,66,5,12,13
2026-05-08T23:26:54Z,66,3,7,9
2026-05-08T23:28:54Z,66,3,7,10
2026-05-08T23:30:54Z,66,4,9,10
2026-05-08T23:32:54Z,66,8,14,15
2026-05-08T23:34:54Z,66,5,10,13
2026-05-08T23:36:54Z,66,4,7,10
2026-05-08T23:38:54Z,66,4,10,13
2026-05-08T23:40:54Z,66,3,8,11
2026-05-08T23:42:54Z,66,4,9,11
2026-05-08T23:44:54Z,66,5,7,9
2026-05-08T23:46:54Z,65,4,8,10
2026-05-08T23:48:54Z,65,5,10,12
2026-05-08T23:50:54Z,65,5,9,10
2026-05-08T23:52:54Z,65,4,7,11
2026-05-08T23:54:54Z,65,4,10,12
2026-05-08T23:56:54Z,65,5,9,22
2026-05-08T23:58:54Z,65,5,9,9
